id,name,description,wieldable,wearable,food,drink,container,surface,carryable,assigned,annotated
5009,towering pine trees,the tree is tall and leafy,False,False,False,False,False,False,True,0,0
5011,long skinny trees,the tree has so tall and skinny it was as if it almost couldn't be seen,False,False,False,False,False,False,False,0,0
5013,pine needles,the needle is sharp and picky.,True,False,False,False,False,False,True,0,0
5015,decaying fallen tree,The old tree wobbles and you wonder if it will fall soon.,False,False,False,False,False,False,False,0,0
5017,pine cones,Its scales are dry and brittle.,False,False,False,False,False,False,True,0,0
5019,quiet trails,"The trail meanders ahead, curving around until the path becomes hidden to the eye.",False,False,False,False,False,True,False,0,0
5021,ornate railings on the stairs,The railings are lined with gold and helped the king walk to his chambers.,False,False,False,False,False,True,False,0,0
5023,sea monster,The sea monster is very imposing.  It has gnarling teeth and growls loudly.,False,False,False,False,False,False,False,0,0
5025,sails made from gold leaf,The sail appears to made of golden leaves from the neighboring country,False,False,False,False,False,False,True,0,0
5027,x,This crows' nest is very small and has some bird poop around and lots of emeralds inside,False,False,False,False,True,False,False,0,0
5029,embroidered tapestries,"The mostly red tapestry is richly embroidered, depicting mounted knights with lances held before them, charging a marshaled host of infantry.",False,False,False,False,False,False,False,0,0
5031,wooden beams,The massive beam looks to be made of solid oak and planed to size by hand.,False,False,False,False,False,False,False,0,0
5033,silverware,The silverware looks shiny and new it has an engraving in the back.,False,False,False,False,False,False,False,0,0
5035,very long table with ornately carved legs,The long table had carved legs that were very much over decorated.,False,False,False,False,False,True,True,0,0
5037,chairs whose legs match the table legs,The chair has intricately carved legs that look to be four ladies holding the chair up.  The wood gleams warmly as it has been carefully polished with beeswax.,False,False,False,False,False,True,False,0,0
5039,ornate throne,"With its torn seat and dusty surface, it is clear that no body sat upon it for some time.",False,False,False,False,False,True,False,0,0
5041,stones,Rocks or pebbles that are common most places. Could be used as ammunition for a sling or other such devices.,True,False,False,False,False,False,True,0,0
5043,"plain, pretty basic wooden cabin",A wooden cabin with a sense of charm.,False,False,False,False,False,False,False,0,0
5045,wildflowers,"The flower is delicate, with petals that look almost like lace.",False,False,False,False,False,False,True,0,0
5047,pen for the chickens,The pen has a few gaping holes that needed repair.,False,False,False,False,False,False,True,0,0
5049,clothes line,The rope stretched a few feet and was at eye height. Strung tight between two metal poles.,False,False,False,False,False,True,False,0,0
5051,magic books,the book contains the secrets of the magician,False,False,False,False,False,False,True,0,0
5053,mystical necklace with a colorful crystal,the mystical necklace is magical and scary,False,True,False,False,False,False,True,0,0
5055,pew,this pew belonged to an old church. It's made out of light wood and it's very sturdy,False,False,False,False,False,True,False,0,0
5057,holy book,The holy book has old worn pages.,True,False,False,False,False,False,True,0,0
5059,weeds,The weed is choking out the vegetation around it. Its sharp leaves and dark coloration seem like an omen.,False,False,False,False,False,False,False,0,0
5061,mosses,"Curly and soft, like a thick blanket, the moss looks like it could be a good place to rest.",False,False,False,False,False,True,True,0,0
5063,rats,"The rat scurries desperately, squeaking as it moves.",False,False,False,False,False,False,True,0,0
5065,ghosts,"The outline of the ghost is hazy, as though you would pass right through it.",False,False,False,False,False,False,False,0,0
5067,certain jewels,This jewel sparkles cheerfully in the light.  Perhaps it might be worth some extra coin!,False,False,False,False,False,False,True,0,0
5069,lean-to tent,"The tent is old and worn, with holes in it. It looks as though it has been abandoned for a long time.",False,False,False,False,False,False,False,0,0
5071,campfire burning,"The campfire has a bright red glow to it, it's flames reaching to shoulder blade height.",False,False,False,False,False,True,False,0,0
5073,large glimmering ruby,The ruby is a very large size but beautifully faceted.,False,True,False,False,False,False,True,0,0
5075,dock,"The dock is short, and consists of just a few boards held together with rope.",False,False,False,False,False,False,False,0,0
5077,ship,The ship is worn and decrepit from long battles at sea.,False,False,False,False,False,True,False,0,0
5079,rope,"Coiled neatly, the old rope is now worn and beginning to fray at it's end throughout it's coil.",True,False,False,False,False,False,True,0,0
5081,gold,"Shining in the sun light, the valuable gold presents its self in a small piece no bigger than a pebble.",False,False,False,False,False,False,True,0,0
5083,precious jewels,"The jewels had such a glow to them that you couldn't help but be drawn to them. They had to belong to royalty, but why were they here? Who left them?",False,True,False,False,False,False,True,0,0
5085,priceless painting,The oil painting depicts the king's grandfather in an ermine robe. The painting is bright and lustrous.,False,False,False,False,False,False,True,0,0
5087,red carpet,luxurious carpet could be used in the castles to give entrance to the members of royalty,False,False,False,False,False,False,False,0,0
5089,golden throne,"Overlaid with gold, the throne is huge and wildly ornate. You long to sit in its velvety seat.",False,False,False,False,False,False,False,0,0
5091,silk curtains,The curtain was smooth to the touch and was much too expensive for regular townsfolk.,False,False,False,False,False,False,False,0,0
5093,statues,The statues in the garden are decorated with flowers.,False,False,False,False,False,False,False,0,0
5095,crowns,"At first glance, the diamond encrusted crown glistens in the light.",False,True,False,False,False,False,True,0,0
5097,swords,"The sword seems to be unused, the shiny silver of the blade gleams where the light touches it.",True,False,False,False,False,False,True,0,0
5099,knight's fighting gear,"The gear appears old and abused, like it has seen too many battles.",False,True,False,False,False,False,True,0,0
5101,gold cups,"The ornate gold cup is wide at it's stop and has a narrow base, it's gold plating embroidered with King's crest.",False,False,False,False,True,False,True,0,0
5103,silver spoons,The spoon is very tarnished and in need of polishing,False,False,False,False,False,True,True,0,0
5105,water,The water is dark and murky and has small ripples passing through.,False,False,False,False,False,False,False,0,0
5107,rainfall,the raifall is sufficient for planting season.,False,False,False,False,False,False,False,0,0
5109,water,"Only Water in the sky can help the prosperity of the kingdom, because the drought has affected the harvests of farmers.",False,False,False,False,False,False,True,0,0
5111,higher elevation,The mountain elevation gives the landscape a beautiful vista.,False,False,False,False,False,False,False,0,0
5113,rocks,You see the small rock has many sharp edges.,True,False,False,False,False,False,True,0,0
5115,lost coins,"The coin appears to be from a different time, its markings are unlike any language known to these lands.",False,False,False,False,False,False,True,0,0
5117,treasure chests filled to the brim with gold,The treasure chest has intricate details and can be locked.,False,False,False,False,True,False,False,0,0
5119,necklace,What a beautiful and ancient necklace! It contains some diamonds and made out of silver,False,True,False,False,False,False,True,0,0
5121,legendary swords made from the greatest sword makers,The sword maker creates legendary swords for battle. They are large and as sharp as humanly possible.,True,False,False,False,False,False,True,0,0
5123,ancient magical crystal that was found in the heart of a mystical dragon,The crystal is so stunning with its many brilliant crevices.,True,False,False,False,False,False,True,0,0
5125,priceless piece of art,A work of art that is has more than monetary value. Mostly owned by kings and wealthy collectors,False,False,False,False,False,False,False,0,0
5127,stable,"The stable has various stalls to contain the horses that live within, troughs line the walls and it is covered in hay.",False,False,False,False,False,False,False,0,0
5129,horses,"Spending its time galloping around, the horse looks majestic.",False,False,False,False,False,False,True,0,0
5131,tools,The tool had been used to cause much harm,False,False,False,False,False,False,True,0,0
5133,hay,the hay is dry and nutritious for the animals.,False,False,False,False,False,False,True,1,0
5135,plants,"The plant is wilted, trampled by marching soldiers.",False,False,False,False,False,False,True,0,0
5137,nests,The nest appears to be abandon.,False,False,False,False,True,False,True,0,0
5139,burrows,"It was unclear what animal carved it out, but the burrow extends far beneath the land past the sunlight's reach.",False,False,False,False,True,False,False,0,0
5141,dens,"The den was so big and made of rocks, some people were afraid to explore it.",False,False,False,False,True,False,False,0,0
5143,beds,"The bed has been neatly made, with the blanket smoothed and tucked carefully under the pillow.",False,False,False,False,False,False,False,0,0
5145,inkwell,"The inkwell lay tipped over, it's well stained with dried ink.",False,False,False,False,False,True,True,0,0
5147,writing desk,"The writing desk is scattered in papers, and as you move closer, you can see the surface is worn from years of use.",False,False,False,False,False,True,False,0,0
5149,parchment,The parchment is crisp with age around the edges and covered in a thin layer of dust.,False,False,False,False,False,True,True,0,0
5151,door,"The old door is poorly crafted, its wood was never sanded and as such the grain is rough. One would be weary of running their hand over it in fear of splinters.",False,False,False,False,False,False,False,0,0
5153,small sliding window covered with metal,This small sliding window covered with metal is rustic and very heavy. This sliding window is used to let people in to the jail.,False,False,False,False,False,False,False,0,0
5155,knocking nob,The brass from the knocking nob is worn away exposing its base metal.,False,False,False,False,False,False,False,0,0
5157,tents,"The tent looks small, as though only one or two could fit comfortably inside it.  It is old and weathered, but seems sturdy despite its age.",False,False,False,False,False,False,True,0,0
5159,rugs,The rug is the color of blueberries and has dust rubbed into it.,False,False,False,False,False,False,False,0,0
5161,food,The rye bread appears very dry.,True,False,False,False,False,False,True,0,0
5163,water,the clear water is the lifeblood for all living things,False,False,False,False,False,False,True,0,0
5165,jugs,"The jug is sealed up tight, containing liquids of an unknown origin.",False,False,False,False,True,True,True,0,0
5167,blankets,The blankets that are given to the soldiers to camp on the battlefields have been made by a group of very capable craftsmen.,False,True,False,False,False,False,True,0,0
5169,scarf,The scarf is red and made of cotton.,False,True,False,False,False,False,True,0,0
5171,nautical themed decor,"The decor was much older than expected. It smelled of dust, mold and old books.",False,False,False,False,False,False,False,0,0
5173,life buoys,The buoy is in almost new condition,False,False,False,False,False,False,False,0,0
5175,mounted fish,"The fish is covered in dust, you thought it must have been a trophy from many years ago.",False,False,False,False,False,False,True,0,0
5177,replica boats,"The tiny replica boat is exquisitely detailed, even including little figures standing on the deck.",False,False,False,False,False,False,True,0,0
5179,bar,"The bar is empty with few customers inside, and a bit shabby in appearance.",False,False,False,False,False,True,False,0,0
5181,bottles of liquor,The dusty green bottles contain rum and brandy.,False,False,False,True,False,False,True,0,0
5183,drinking glasses,"The glass is chipped on one side, but appears to you to be sturdy and well-made.",False,False,False,False,True,False,True,0,0
5185,steins,"The ceramic stein has once seen better days, or far too many merry days, and is now beginning to crack on it's white painted surface.",False,False,False,False,True,False,True,0,0
5187,welcome mat,A old welcome mat that has seen many travelers. The word welcome can barely be seen through all of the fading.,False,False,False,False,False,True,False,0,0
5189,door,"The door is painted dark green, and it has a tiny window in it.",False,False,False,False,False,False,False,0,0
5191,rack,the rack holds many different things upon it,False,False,False,False,False,True,False,0,0
5193,hat,"A simple cover for one's head, used for keeping out the rain and shielding eyes from sunlight.",False,True,False,False,False,False,True,0,0
5195,coats,"The coat smells musty, but you know that it will keep you warm.",False,True,False,False,False,False,True,0,0
5197,fan,The fan is made of thin pieces of wood with paper between them.  It is decorated with a pattern of flowers that have been painted on.,True,False,False,False,False,False,True,0,0
5199,single bulb of light,You could see the strong glow of the light.,False,False,False,False,False,False,False,0,0
5201,muddy shoes,The shoes are coated in thick brown mud. They are filthy and unfit to be worn.,False,True,False,False,False,False,True,0,0
5203,wet outer wear.,"Wringing wet and heavy, the clothes seems to wilt from the weight of liquid.",False,True,False,False,False,False,True,0,0
5205,fresh dry house shoes,The house shoes are freshly dried before being worn again.,False,True,False,False,False,False,True,0,0
5207,mud,Thge mud is wet and gets everywhere.,False,False,False,False,False,False,True,0,0
5209,flowers,The flower has purple petals and a bright yellow center.,False,True,False,False,False,False,True,0,0
5211,grass,The grass is green and smells sweet as if it were Springtime.,False,False,False,False,False,False,False,0,0
5213,statue of a god,"The statue of the god is intimidatingly large, and the feet of the statue are shiny from so many people touching them over centuries.",False,False,False,False,False,False,False,1,0
5215,pieces of armor,"This piece of armor is made from forged metal, and seems rather heavy.  You think it would be helpful at stopping a blow from something sharp.",False,True,False,False,False,False,True,0,0
5217,candles,Trails of wax running down the candle's sides seem to hint that it's used quite often.,False,False,False,False,False,False,False,0,0
5219,dried blood,the dried blood is still contaminated,True,False,False,False,False,False,False,0,0
5221,beasts,The beast is enormous at over eight feel tall and has a fearsome presence.,False,False,False,False,False,False,False,0,0
5223,poisonous trees,The tree has one side split open and is dead.,False,False,False,False,False,False,False,0,0
5225,impassable vegetation,"The vegetation has grown wildly, stretching it's way and making any passage impossible.",False,False,True,False,False,False,True,0,0
5227,vines,"It is said that a vine could be folded , pressed against the lips and made into a whistle to call out the fairies in the night.",False,False,False,False,False,False,True,0,0
5229,mattress,The mattress is stained with blood.,False,False,False,False,False,True,False,0,0
5231,chifferobe,"The chifferobe is heavily lacquered and gleaming in the sunlight. You thought to yourself that if the chifferobe is this fancy, the items inside must be unbelieveable.",False,False,False,False,True,False,False,0,0
5233,bell,"The bell is small and old, with a thin layer of tarnish that covers the silver. There's a small crack running down from the top.",False,True,False,False,False,False,True,0,0
5235,books,The book has a simple leather binding and is rather thin.,True,False,False,False,False,False,True,0,0
5237,jewelry,The jewelry is beautiful and ornate. Lots of rare gems stones had been used to make it.,False,True,False,False,False,False,True,0,0
5239,rotting meat,The meat is rotting and it smells badly almost to the point of nausea.,False,False,True,False,False,False,True,0,0
5241,bones,The bone is sun bleached white.,False,True,False,False,False,False,True,0,0
5243,stalagmites,"The stalagmite is old and large, still dripping water into the cave.",False,False,False,False,False,False,False,0,0
5245,troll's bed made of rotting hides,The troll's bed looks disease-ridden to you. The hides that make up the bed are matted and dirty.,False,False,False,False,False,True,False,0,0
5247,dim lamp,"The lamp is chipped and damaged, and doesn't seem to glow bright anymore.",False,False,False,False,False,False,True,0,0
5249,sign,"The sign is wooden with black lettering. The words ""Ye Olde Blacksmith"" is across the front.",False,False,False,False,False,False,False,0,0
5251,"vials,",The vial is partly filled with a liquid substance. You wonder what manner of strange concoctions it's contained throughout the years.,True,False,False,True,True,False,True,0,0
5253,small pot,This small clay pot has beautiful flowers drawn on one side. it's old but not cracked,False,False,False,False,True,False,False,0,0
5255,large shelf,The shelf is wooden and large. You can see that it is meant to support many heavy objects and is functional and not decorative in nature.,False,False,False,False,False,True,False,0,0
5257,"scroll,","The scroll appears to be quite old and tattered, yet it's red wax seal its still intact.",False,False,False,False,False,False,True,0,0
5259,statuary.,A work of art sculpted from various materials or carved out of stone.,False,False,False,False,False,False,False,0,0
5261,incense,The incense burns with a lovely smell that filled the room.,False,False,False,False,False,False,True,0,0
5263,roaring fireplace,The fireplace contains large logs inside its stone frame. The roaring fire licks the chimney as it expells heat.,False,False,False,False,True,False,False,0,0
5265,crystal ball,The crystal ball glistens and shines and hold secrets about the future.,True,False,False,False,False,False,True,0,0
5267,solid stone walls,"This wall looks to be quite solidly made of hewn stone, carefully mortared together.  It seems to be in good repair.",False,False,False,False,False,False,False,0,0
5269,metal bucket,The bucket is rusted and old.,True,False,False,False,True,False,True,0,0
5271,metal meal tray,The tray is made of metal and is cool to the touch.  There are sections to put food on the tray.,True,False,False,False,False,True,True,0,0
5273,window with metal bars,"The window has metal bars, and you can see the glass is fogged.",False,False,False,False,False,False,False,0,0
5275,arrows,"The arrow is bent from use, the tip dull and rusted.",True,False,False,False,False,False,True,0,0
5277,bow,"The bow is old and used, made of wood and some type of string.",True,False,False,False,False,False,True,0,0
5279,windows,An egress to the outside of a building. Mostly used for looking through or letting fresh air in.,False,False,False,False,False,False,False,0,0
5281,door,The door painted blood red seemed impenetrable.,False,False,False,False,False,False,False,0,0
5283,garden,"The garden appears to be overgrown with massive thorns, and rotten fruit is scattered around.",False,False,False,False,False,False,False,0,0
5285,red brick,The brick has crumbled and looked very weathered.,True,False,False,False,False,False,True,0,0
5287,big chandelier,the chandelier is glittery and shiny,False,False,False,False,False,False,False,0,0
5289,king's throne,Gold and precious jewels adorn the king's imposing throne. The seat contains one large plush red velvet cushion.,False,False,False,False,False,True,False,0,0
5291,knight's armor,"The armor is made of thin, lightweight metal and is covered in dents and stains from many battles.",False,True,False,False,False,False,True,0,0
5293,king's sword,"The king's sword is magnificent and ornate, with impressive metalwork around the hilt.",True,False,False,False,False,False,True,0,0
5295,crystals,The crystal is clear and reflects light.,False,False,False,False,False,False,True,0,0
5297,drawing of crosses,"This drawing is sketched with charcoal, and looks to depict a row of three crosses.",False,False,False,False,False,False,True,0,0
5299,altar,"The alter is littered with offerings, and bares an inscription in a strange, mysterious language.",False,False,False,False,True,True,False,0,0
5301,pews,The pew is made of wood and is very long.,False,False,False,False,False,True,False,0,0
5303,coconut tree,This tropical tree bears large round fruits. The leaves are long and luscious.,False,False,False,False,False,False,False,0,0
5305,skeletons,"The remains of what once was a living creature, whitewashed with time.",False,False,False,False,False,False,False,0,0
5307,shelter,"A makeshift shelter from the rain is built of a tattered sailcloth and a fallen branch. It isn't very sturdy, but is dry inside.",False,False,False,False,False,False,False,0,0
5309,fire pit,The fire pit is powerful and hot. It burns with a special intensity.,False,False,False,False,False,True,False,0,0
5311,line of six luxury houses,"A place where someone dwells, rests, studies, and entertains.",False,False,False,False,False,False,False,0,0
5313,large green land,"The large green land is covered in dew, with a few muddy patches where mist has mixed with soil.",False,False,False,False,False,True,False,0,0
5315,gates,for many the gates of Hades look like the gates to a garden in which to forget all of their troubles.,False,False,False,False,False,True,False,0,0
5317,torture instruments,The torture instruments thick with rust no longer able to harm,True,False,False,False,False,False,True,0,0
5319,tables,On further inspection of the table you notice it was worn and had numerous dagger strikes into it.,False,False,False,False,False,False,False,0,0
5321,wood burning fire,"It is a flame, that can be used for heat, or cooking.",False,False,False,False,False,False,False,0,0
5323,jail cells,The aged rusty bars of the jail cells are beginning to rot through from years of decay.,False,False,False,False,False,False,False,0,0
5325,stained glass,"The stained glass towers above, and it presents vibrant colors of biblical stories when the sunlight shows through it.",False,False,False,False,False,False,False,0,0
5327,altar,The altar is made of alabastar and seems important.,False,False,False,False,False,False,False,0,0
5329,baptismal font,The baptismal font sits full of water still and clear.,False,False,False,False,False,True,False,0,0
5331,roof of the shack,The roof of the shack looks like it needs repairs.  There are visible holes and some moss growing in a few places.,False,False,False,False,False,False,False,0,0
5333,shingles,the shingle has many textures and colors,False,False,False,False,False,False,False,0,0
5335,door to the shack,"The door looks hand-carved, as it has a slightly uneven edge and doesn't fit into the door frame perfectly.",False,False,False,False,False,False,False,0,0
5337,door frame,The door frame is made of an old wood with many knicks and scracthes all over it.,False,False,False,False,False,False,False,0,0
5339,front porch,"The front porch on this old home has seen better days. The roof is full of holes, and the floor isn't much better.",False,False,False,False,False,False,False,0,0
5341,walls,The wall goes up very high. It is painted beige with some paint chips missing.,False,False,False,False,False,False,False,0,0
5343,broken windows,"The window is old and coated in dust, the wood on its sill has just about rotted away.",False,False,False,False,False,True,False,0,0
5345,furniture,this piece of furniture is one of a kind.,True,False,False,False,False,True,True,0,0
5347,bows and arrows,The bow and arrow set is extremely well constructed and ready for a moment's use.,True,False,False,False,False,False,True,0,0
5349,guns,"Full of old gunpowder and bullets, but the gun seems to rarely have been used.",True,False,False,False,False,False,True,0,0
5351,knives,A set of sharp steel knives. They are fairly plain but well made.,True,False,False,False,False,False,True,0,0
5353,shields,"The shield appears to be marked from battle, but still usable.",True,False,False,False,False,False,True,0,0
5355,protective gear,"the protective gear is tested on the outside, but the marks show nothing has defeated the wearer. it is strong and stable, despite its appearance",False,True,False,False,False,False,True,0,0
5357,execution stand,the execution stand post is ready to execute the prisoners who have started the rebellion against the King,False,False,False,False,False,True,False,0,0
5359,rabid dogs,"The dog is growling, teeth bared.  You can't tell if it is hungry or angry - but you get a sinking feeling that it is probably both.",False,False,False,False,False,False,False,0,0
5361,bed,"The bed looks very comfortable, if only you rest in it.",False,False,False,False,False,False,False,0,0
5363,signs,"The old wooden sign, tattered and tilted to one side, presents a stark warning to travelers -- ""Beware.""",False,False,False,False,False,True,False,0,0
5365,stone,The stone is circular and worn but is not large. It can be hoisted easily.,True,False,False,False,False,False,True,0,0
5367,rotted wood timbers,"The rotted wood timber shows signs of termites and other parasites, it is beginning to splinter and moss grows on it.",False,False,False,False,False,False,True,0,0
5369,few rusted pieces of block,"The block seems to have had a letter engraved on it, though now you can barley make out what it is under all the rust.",True,False,False,False,False,True,True,0,0
5371,abandoned axes,The rusty old axes had dull blades. Rust and time have worn away their sharpness.,True,False,False,False,False,False,True,0,0
5373,piece of miner's robe ripped on the sides,A robe worn by minors used for protection in the mines. It is ripped on the sides and is worn.,False,True,False,False,False,False,True,0,0
5375,ornate statues,"The ornate statue depicted the subject in immense detail, down to the beads of sweat found upon their upper brow.",False,False,False,False,False,False,False,0,0
5377,colorful pieces of cloth,"The cloth is brightly colored and is emblazened with a strange, forboding design.",False,True,False,False,False,False,True,0,0
5379,huge statue,The statue is of a man wielding a sword. It is intricately carved and has clearly been made by a skilled artist.,False,False,False,False,False,False,False,0,0
5381,stand,The stand is a bit rickety and worn out from use.,False,False,False,False,False,True,False,0,0
5383,crevice,"With jagged edges, the crevice is barely large enough to fit through.",False,False,False,False,False,False,False,0,0
5385,pile of treasure,The treasure is piled into a knee-high heap.  The dust that coats it is not thick enough to obscure the glitter of the jewels beneath.,False,False,False,False,False,False,False,0,0
5387,black soil,"The soil is extremely dark, and it smells like decaying matter.",False,False,False,False,False,False,False,0,0
5389,rocks,A rock has moss covering most of it.,False,False,False,False,False,False,True,0,0
5391,old machinery,The machinery has many elaborate parts and spindles.,False,False,False,False,False,True,False,0,0
5393,cobwebs,The cobweb is sticky and is covered in dust.,False,False,False,False,False,False,False,0,0
5395,rock walls,"The rock wall has very little upon it, its cold surface mostly impenetrable, but a lone torch holder is fixated on it in order to provide some light.",False,False,False,False,False,True,False,0,0
5397,used-up oil lamps,"The oil lamp is burnt, cracked and doesn't appear to work anymore.",False,False,False,False,False,False,True,0,0
5399,metal ore buckets,The metal of the bucket was dinged in many places.,False,False,False,False,False,False,False,0,0
5401,marbled floor,"The floor is made of an elegant marble, with shades of white and gray visible.",False,False,False,False,False,True,False,0,0
5403,floor decoration,"This floor decoration is very unique. Looks like a very expensive type of wood, very rare",False,False,False,False,False,True,False,0,0
5405,ceiling,The castle ceiling is tall and wonderful with paintings.,False,False,False,False,False,False,False,0,0
5407,plaster decorations,The decorations were made of ivy and an assortment of vines. They made the room smell of sweet grapes and herbs.,False,False,False,False,False,False,False,0,0
5409,windows,"The row of windows has splintered wooden frames. The glass in them is old, making anything viewed through the windows seem distorted.",False,False,False,False,False,False,False,0,0
5411,flags,The flag flaps in the wind. The streaming ends a tattered reminder.,False,True,False,False,False,True,True,0,0
5413,velvet seats,The velvet seats are smooth and brand new.,False,False,False,False,False,True,False,0,0
5415,red curtain,"Majestic, thick cloth, hung in a series folds to create texture and interest. Dyed from the rare Marrow plant root, this curtain is expensively made.",False,False,False,False,False,False,False,0,0
5417,golden accents,"Delicate golden swirling patterns, animals, or depictions of people to adorn books, chalices, and sometimes walls. Only the well-endowed or the church uses these for decoration.",False,True,False,False,False,False,False,0,0
5419,posters,The poster is torn in half; the text on it hardly legible.,False,False,False,False,False,False,False,0,0
5421,stage,"The stage is well taken care of, and it's wooden floor is smooth and clean. It's canvas top shades it from sunlight on hot summer days.",False,False,False,False,False,True,False,0,0
