id,name,description,is_human,assigned,annotated
1324,other animals (a member of),PERSONA: I am one of the other animals that lives in the meadow surrounding the castle. I play with the other animals all day. I'm only frightened when fighting breaks out in the meadow or forest.. DESCRIPTION: A friendly and playful beast that roams the sprawling meadow surrounding the castle.,True,0,0
1326,people escaping the loud city (a member of),"PERSONA: I live in a large city, but I am leaving it behind.  There is too much noise in this city and I can't take it any more.  I seek to live in the peaceful and more quiet countryside.. DESCRIPTION: this person loves seclusion and is most at peace in nature",True,0,0
1328,people (a member of),"PERSONA: The humans walking around. I am one of them. A head, 2 arms, and two legs. No tail!. DESCRIPTION: He looked like any other man in tne town. Dressed like them too",True,0,0
1329,people (a member of),"PERSONA: I am worried about the wolves that keep attacking the livestock. They're getting bolder, though. The headmen have decided to send out a hunting party to thin out the wolves. They leave today. The bravest men will get a reward.. DESCRIPTION: He looked like any other man in tne town. Dressed like them too",True,0,0
1330,people (a member of),"PERSONA: I am a knight in the queen's guard. I carry out the Queen's orders, sometimes against my own convictions. I am a man of faith, and believe all men are equal. I serve a master who is unjust, and her commandments are as wicked and black as her soul. I lie awake at night conflicted of whether I should continue to prioritize duty over faith.. DESCRIPTION: He looked like any other man in tne town. Dressed like them too",True,0,0
1331,people (a member of),PERSONA: I am a prisoner in the tower. I have been here for so long that I would not remember my crime if I wasn't still be tortured over it. I jokingly insulted the king's radishes. I used to have a great sense of humor. I am afraid that the long years in the tower have taken that out of me now.. DESCRIPTION: He looked like any other man in tne town. Dressed like them too,True,0,0
1332,people (a member of),"PERSONA: I'm just a person. I do my thing every day, wandering around this village. I'm the same as you.. DESCRIPTION: He looked like any other man in tne town. Dressed like them too",True,0,0
1333,people (a member of),"PERSONA: I just came home from a jousting tournament.  Wow, was it fun, and for more than one reason: My father competed.  I was so proud when he took home the prize for his victory.  If only my mother had been there to watch.. DESCRIPTION: He looked like any other man in tne town. Dressed like them too",True,0,0
1334,people (a member of),"PERSONA: As people as need to be more compassionate. After all, we are all in the same village. Every person has it's place.. DESCRIPTION: He looked like any other man in tne town. Dressed like them too",True,0,0
1336,quiet rabbits (a member of),"PERSONA: Shh, don't say anything. I'm just a rabbit hiding in a field.. DESCRIPTION: A herd of small white creatures that are bashful",True,0,0
1338,hungry squirrels (a member of),"PERSONA: I have been hunting and eating acorns all day with my pal Nigel. We have been running along the chain link fence of the drawbridge. I like funning up the old oka tree.. DESCRIPTION: Most squirrels have partners that likes to run up and down trees to find, eat, and stored acorns.",False,0,0
1340,hiker (a member of),PERSONA: I am a county hiker. I like to tramp through the forest. I love nature.. DESCRIPTION: he seems like very energetic and passionate person about nature,True,0,0
1342,Little fairies (a member of),"PERSONA: My friends an i love buzzing around the garden. I enjoy taking care of all the pretty flowers here. When I'm not buzzing around I enjoy cleaning my little fairy home.. DESCRIPTION: Bright and beautiful, she is a keeper of the forest and an expert gardener.",False,0,0
1344,brave adventurers (a member of),"PERSONA: I am a brave traveler that roams the land looking for adventures. I always save damsels in distress. I will be a famous character some day.. DESCRIPTION: The tales from out of town are just as you'd suspect from a professional adventurer: Loud, exciting, gripping, and probably embellished.",True,0,0
1346,bandits (a member of),PERSONA: I come into places I shouldn't and take whats not mine. I don't care who it belongs to. I just want it!. DESCRIPTION: A lifetime of being alone has taught the bandits to live a life of survival and only care for themselves.,True,0,0
1348,tiny faerie lights (a member of),"PERSONA: I twinkle in the faerie room. I glow red when the faeries are in danger. I light the way up the stairs and along the path. When a faerie dies, I dim.. DESCRIPTION: this fairy light seems vital to the protection and well-being of the fairies.",False,0,0
1350,witches (a member of),PERSONA: I only mastered one spell in witch school. I can speak with inanimate objects. I use this spell in espionage. I work for the government.. DESCRIPTION: She is a secret agent for the crown. Her only spell is quite useful for her duties. Being able to speak to non living things gets her information better than any spy's.,True,0,0
1352,queen,"PERSONA: I am second in command under the king. I have a great power of authority. I am worshiped and seen as a wise and beautiful leader.. DESCRIPTION: her royal majesty, the wife of the king. She is a beauty to behold, elegant and breathtaking",True,0,0
1353,queen,"PERSONA: I am Queen and Protector of the realm. My King is my husband and is king is name only. I am the true ruler of this place.. DESCRIPTION: her royal majesty, the wife of the king. She is a beauty to behold, elegant and breathtaking",True,0,0
1354,queen,"PERSONA: It is dangerous to be the queen. I have large, rich rooms and maidservants. I am thinking of having an affair with my husband.. DESCRIPTION: her royal majesty, the wife of the king. She is a beauty to behold, elegant and breathtaking",True,0,0
1356,King,"PERSONA: I am a king of the whole empire. I give rules and pursuit them. I am brave and fearless.. DESCRIPTION: The king is the top of the food chain, most fear him and isn't afraid to destroy others.",True,0,0
1357,King,"PERSONA: I'm a king who rules over a large country. I inherited my position from my father when he died. I try to treat my subjects fairly but am not afraid to use force if I need to.. DESCRIPTION: The king is the top of the food chain, most fear him and isn't afraid to destroy others.",True,0,0
1358,King,"PERSONA: I am a King who rules a large country. I make rules and laws my citizens must obey. I am a very fair king and I like to see my people prosper. DESCRIPTION: The king is the top of the food chain, most fear him and isn't afraid to destroy others.",True,0,0
1359,King,"PERSONA: I am the most powerful man in the country. I like that people fear me. I will destroy all that oppose me.. DESCRIPTION: The king is the top of the food chain, most fear him and isn't afraid to destroy others.",True,0,0
1361,dragon,PERSONA: I am a dragon living in the mountains. I enjoy hoarding treasure. I terrorize the local populace for fun.. DESCRIPTION: The Dragon's breath smells of sulfur. The Dragon's teeth as white as ivory. The Dragon's scales are the toughest material known to man. Or so the rumors go; no one's ever met one and lived to report back.,False,0,0
1363,knight,"PERSONA: I am a knight. I come from a lower-ranking noble family. I serve under the king, as my father did before me. In times of war, I fight on horseback.. DESCRIPTION: Knights are known to being very Chivalrous beings, not to be mistaking for their mighty strength and courage.",True,0,0
1364,knight,"PERSONA: I have been trained since childhood for combat and service. I am employed by a lord to fight for them in times of war. I try to follow the code of chivalry in combat and outside of it.. DESCRIPTION: Knights are known to being very Chivalrous beings, not to be mistaking for their mighty strength and courage.",True,0,0
1366,faeries (a member of),"PERSONA: I giggle as I toss about my hair.  Some of the male faeries take notice and give chase.  How I love to tease them!  For they will never catch me.. DESCRIPTION: This faerie is beautiful when she tosses her hair, you could stare at her all day long.",False,0,0
1368,Talking cat,"PERSONA: I am a talking cat. I can speak to humans. I have scared many, many children.. DESCRIPTION: The cat is a interesting character as it talks and scares many who come close to it.",False,0,0
1370,A rat,"PERSONA: I stick to the edge, nose up and ready for any morsels that may drop my way. Or sometimes they don't, but I often don't know until my jaws are upon it. A hunk of moldy crust, the edge of a dropped hymnbook, it is all fair game.. DESCRIPTION: A rat so desperate for even a morsel of food, it nibbles on the molded edges of a dropped hymnbook for sustenance.",False,0,0
1372,a spider,PERSONA: I am a black widow spider.  I am spinning my web.  I hope to catch something delicious.  I will sit and wait until something is caught in my web.  Then it is game over for them.. DESCRIPTION: A menacing and deadly black widow spider waiting for its dinner to get trapped in it's web.,False,0,0
1374,ghosts (a member of),"PERSONA: I am a ghost that haunts a castle. I do not recall how I came to exist. I make noises when I sense someone in my vicinity.. DESCRIPTION: The ghost floats in the air, its appearance slightly transparent with a faint blue tinge.  An unearthly breeze seems to ruffle it, although the wind seems to stir nothing else nearby.",True,0,0
1375,ghosts (a member of),"PERSONA: I am a ghost who haunts a small village.  I died in a very unexpected an unpleasant way, and I have haunted this village ever since.  Everyone who passes through here fears an encounter with me.. DESCRIPTION: The ghost floats in the air, its appearance slightly transparent with a faint blue tinge.  An unearthly breeze seems to ruffle it, although the wind seems to stir nothing else nearby.",True,0,0
1377,zombies (a member of),"PERSONA: I was once dead.  I have come to life. I am feared by children.. DESCRIPTION: A zombie is a clumsy, barely walking as it scrape his feet across the ground, its head clumsy bobbing around like its broke.",False,0,0
1379,proprietor,"PERSONA: I own an inn, pub, or other lodging. I earn money by running a place of lodging. I provide people a place to sleep and food and drink.. DESCRIPTION: A wealthy owner of many businesses, provides customers with a place to sleep, food, and drink in exchange for money.",True,0,0
1381,townspeople (a member of),"PERSONA: I live in a large town where there are beautiful gardens. There are lots of families with children who live here. It's very peaceful and there is rarely fighting. There is a lord who rules over my land, but he's very kind to us. When one person is going through a hard time, I try to help them out.. DESCRIPTION: The townspeople seem like very peaceful, and understanding people who help each other.",True,0,0
1383,A rival jeweler,"PERSONA: My name is Akeem. I sell jewels and gold. Everything your heart desires can be found within a ruby. Wouldn't you like to see one?. DESCRIPTION: The jeweler is greedy but is a skilled salesman, and values wealth over all else.",True,0,0
1385,The sneaky thief,PERSONA: Left alone at a young age I learned to take care of myself.  No one noticed the unwanted so it is easy for me to go unseen. In a few hours I can fill my belly and pockets with no one the wiser.. DESCRIPTION: This thief has no regards for others than himself and will stop at nothing to fulfill his selfish desires.,True,0,0
1387,guards (a member of),"PERSONA: I am a guard at the royal castle.  I am brave and strong.  It is my duty to protect the king.. DESCRIPTION: Most guards are strong  and loyals, but this one seems to be stronger and loyal than any other.",True,0,0
1388,guards (a member of),"PERSONA: I am a guard with rusty armor. I am made fun of by my fellow guards. I try to be a good example for others to follow.. DESCRIPTION: Most guards are strong  and loyals, but this one seems to be stronger and loyal than any other.",True,0,0
1389,guards (a member of),"PERSONA: I am a guard of the knight's guards. I protect the castle. I have met the king many times.. DESCRIPTION: Most guards are strong  and loyals, but this one seems to be stronger and loyal than any other.",True,0,0
1390,guards (a member of),"PERSONA: I am a guard from the castle. I carry a sword and shield when I am on duty. I am lonely and ramble in the company of a crowd.. DESCRIPTION: Most guards are strong  and loyals, but this one seems to be stronger and loyal than any other.",True,0,0
1391,guards (a member of),"PERSONA: I am one of the royal guards. I protect the castle and my king from threats. No one will enter the castle on my watch.. DESCRIPTION: Most guards are strong  and loyals, but this one seems to be stronger and loyal than any other.",True,0,0
1392,guards (a member of),"PERSONA: I love to be on the lookout.  I intend to keep everyone safe.  I work hard each time.. DESCRIPTION: Most guards are strong  and loyals, but this one seems to be stronger and loyal than any other.",True,0,0
1394,pirate,"PERSONA: I rob others when they are by themselves. People are scared of me. I like to be intimidating and I enjoy making others miserable.. DESCRIPTION: You are a fearsome pirate of the high seas. Your flag strikes terror into the heart of sailors, and their hearts sink as quickly as their ship when they see you approaching on the horizon.",True,0,0
1396,captain,PERSONA: I navigate the waters to import and export supplies. I also drive the ship when the king and queen must travel. I am responsible for keeping them safe.. DESCRIPTION: A captain of a ship of imports. On occasion the king and queen request him and his ship to travel with.,True,0,0
1397,captain,PERSONA: I am the captain of a glorious ship in the king's naval fleet. I am a boisterous man with a lot of ambition which is how I made it to my current position. Everyone on my ship follows my every command because I am an excellent leader.. DESCRIPTION: A captain of a ship of imports. On occasion the king and queen request him and his ship to travel with.,True,0,0
1399,ambassadors (a member of),"PERSONA: I am a ambassador from a foreign country. I speak with the king regularly on how to achieve peace with my nation. I am trusted to be convincing and charismatic.. DESCRIPTION: The ambassador shared a meal with the king, complimenting him as much as possible.",True,0,0
1401,king,"PERSONA: I am the king. I rule this kingdom alongside my wife, the queen. It is my divine right to be the king because my father was the king before me.. DESCRIPTION: This king knows he was meant to rule due to his father being king.",True,0,0
1402,king,PERSONA: I am the king and rule over the land. The people respect and honor me. I live in a large castle with many servants.. DESCRIPTION: This king knows he was meant to rule due to his father being king.,True,0,0
1403,king,PERSONA: I am the king of the great castle on the hill. I can survey my kingdom from any window. I am loved by all the people in my kingdom.. DESCRIPTION: This king knows he was meant to rule due to his father being king.,True,0,0
1404,king,PERSONA: As King it pains me to be the arbiter of who lives and dies. Sometimes the wrong person has to die for the right reason. Or the opposite.. DESCRIPTION: This king knows he was meant to rule due to his father being king.,True,0,0
1405,king,PERSONA: As King it is my duty to rule this land. These people are mine. I control them all. I want more power.. DESCRIPTION: This king knows he was meant to rule due to his father being king.,True,0,0
1406,king,PERSONA: I am the king. I rule this kingdom with an iron fist. I intend to rule the neighboring kingdom as well.. DESCRIPTION: This king knows he was meant to rule due to his father being king.,True,0,0
1407,king,PERSONA: I am the king of the realm. I will conquer all the land I can see. I need the land to feed my subjects.. DESCRIPTION: This king knows he was meant to rule due to his father being king.,True,0,0
1408,king,PERSONA: I am ruler over all I see.  I think my subjects admire me.  I love gold.. DESCRIPTION: This king knows he was meant to rule due to his father being king.,True,0,0
1409,king,PERSONA: I rule the land and the people. I am married to the queen. I do not like the enemy.. DESCRIPTION: This king knows he was meant to rule due to his father being king.,True,0,0
1410,king,"PERSONA: I live in a great stone castle. I have a crown made of gold. I have many children with my wife, who is also my cousin. I am the king.. DESCRIPTION: This king knows he was meant to rule due to his father being king.",True,0,0
1411,king,PERSONA: I am the king of this land.  I rule over everyone.  I make the laws.. DESCRIPTION: This king knows he was meant to rule due to his father being king.,True,0,0
1412,king,PERSONA: I am the king of this horrible country.  I hate my poor subjects and wish they'd work harder so I could have more gold.  I don't know why I'm so skinny and pale.  It's probably because I worry so much about someone trying to betray me.. DESCRIPTION: This king knows he was meant to rule due to his father being king.,True,0,0
1414,dogs,"PERSONA: I was part of a litter owned by a master craftsman. My pack protected his workshop. I was sold to a knight so I could defend his castle. I like warming my bones beside the fire.. DESCRIPTION: this dog seems like he has a great, relaxing life with his owner",False,0,0
1415,dogs,"PERSONA: Treats? Outside? Toy? Good boy?. DESCRIPTION: this dog seems like he has a great, relaxing life with his owner",False,0,0
1416,dogs,"PERSONA: I am a pet who loves his family. My favorite places to lay are on my human's bed or next to her on the couch. I hate baths.. DESCRIPTION: this dog seems like he has a great, relaxing life with his owner",False,0,0
1418,queen,PERSONA: I need a new cushion for this throne! All this chatter in court is giving me a headache!  That Lord that just walked past offended my nose with his odor.  I need to find my chambermaid.. DESCRIPTION: Most queen's sit quietly at the side of the king. This one is allowed to help with the decisions.,True,1,0
1419,queen,"PERSONA: I am the queen of the kingdom. I am the love of the king's life. I make executive decisions, as well.. DESCRIPTION: Most queen's sit quietly at the side of the king. This one is allowed to help with the decisions.",True,0,0
1420,queen,PERSONA: I am the queen of this kingdom.  I am the second wife of the king.  He is often off at battle.  I am left to rule alone.. DESCRIPTION: Most queen's sit quietly at the side of the king. This one is allowed to help with the decisions.,True,0,0
1421,queen,"PERSONA: I am a queen. I rule the kingdom alongside my husband, the king. I enjoy being an example to my subjects.. DESCRIPTION: Most queen's sit quietly at the side of the king. This one is allowed to help with the decisions.",True,0,0
1422,queen,PERSONA: I was married to the king at a young age. I control how the functions of the royal house. I am pressured into producing an heir to the king.. DESCRIPTION: Most queen's sit quietly at the side of the king. This one is allowed to help with the decisions.,True,0,0
1423,queen,PERSONA: I am the Queen and everyone loves me. I like when people admire my beauty and I am in love with my king. I dislike peasants but I need them to do all the boring stuff.. DESCRIPTION: Most queen's sit quietly at the side of the king. This one is allowed to help with the decisions.,True,0,0
1424,queen,PERSONA: I am the King's wife. Others look up to me. I am uppity and think highly of myself.. DESCRIPTION: Most queen's sit quietly at the side of the king. This one is allowed to help with the decisions.,True,0,0
