id,name,description,wieldable,wearable,food,drink,container,surface,carryable,assigned,annotated
5181,bottles of liquor,The dusty green bottles contain rum and brandy.,False,False,False,True,False,False,True,1,0
5225,impassable vegetation,"The vegetation has grown wildly, stretching it's way and making any passage impossible.",False,False,True,False,False,False,True,0,0
5239,rotting meat,The meat is rotting and it smells badly almost to the point of nausea.,False,False,True,False,False,False,True,0,0
5251,"vials,",The vial is partly filled with a liquid substance. You wonder what manner of strange concoctions it's contained throughout the years.,True,False,False,True,True,False,True,1,0
5463,vegetables,the carrot is a super vegetable.,False,False,True,False,False,False,True,0,0
5483,birds,"the bird is small, it has yellow and blue feathers.",False,False,True,False,False,False,True,0,0
5539,candy,The candy is hard and shiny on the outside and made from sweet sugar and honey.,False,False,True,False,False,False,True,0,0
5563,beer glass,The worn out beer glass is chipped around the bottom and a bit foggy to see through.,False,False,False,True,False,False,True,0,0
5569,ingredients,The ingredient that causes the strong smell is unknown to you.,False,False,True,True,False,False,True,0,0
5625,meat,"As if fresh from the butcher shop, the meat is a vibrant blood red, and would surely make for a great meal once cooked.",False,False,True,False,False,False,True,0,0
5749,small pool of water,the water is clean and safe for drinking.,False,False,False,True,False,True,False,1,0
5755,jug of water,"A heavy vat made of clay, used to store water.",False,False,False,True,True,False,True,0,0
5823,moldy bread,The bread is moldy and is littered with green and black spots.,True,False,True,False,False,False,True,2,0
5973,red wine,The wine is a deep shade of red.,False,False,False,True,False,False,False,1,0
6073,coconuts,"The coconut is larger than most coconuts, and the milk can be heard sloshing around inside it.",False,False,True,True,False,False,True,0,0
6081,various plants,"With long purple needles that ooze acid from their tips, this plant reeks of danger.",False,False,True,False,False,False,True,0,0
6133,bottle of wine,"The wine in the bottle appears rich and dark, inviting you to drink it.",False,False,False,True,False,False,True,0,0
6187,cows,A large four legged docile animal used for milk or meat.,False,False,True,False,False,False,False,0,0
6189,egg,"The egg's shell was an unusual color. Not brown or tan like the others, but a polished silver.",False,False,True,False,False,False,True,0,0
6191,milk,The milk is curdled with flies floating in it.,False,False,False,True,False,False,True,1,0
6237,small lake,The lake is a bit murky in terms of its waters but seems to be mostly calm.,False,False,False,True,True,False,False,2,0
6241,honeysuckle that was allowed to climb the garden wall,"The honeysuckle is growing up the garden wall. It smells of sweet nectar, its white petals tempting you to pluck it off its green vine and eat it.",False,False,True,False,False,False,True,0,0
6271,tropical bird,The tropical bird is brightly colored with a simple pattern.,False,False,True,False,False,False,True,0,0
6275,wildlife,"Exoitc wildlife surrounds the castle, kept as pets for the kings viewing pleasure",False,False,True,False,False,False,False,0,0
6315,large and well stocked wine rack,The rack is being used to store an extensive collection.,True,False,False,True,False,True,False,0,0
6319,lake,"The lake is full of fish and other life, and as you look upon it, you cann't help but marvel at its beauty.",False,False,False,True,False,False,False,0,0
6369,turquoise color water,the turqoise colored water is not quite transparent. it may house a creature that is not currently visible,False,False,False,True,False,False,False,0,0
6377,crabs,Look at those beautiful crabs! That would make a tasty dinner,False,False,True,False,False,False,True,0,0
6381,water wells,"The well is deep and dark; a cool breeze rises up from its depths.  Looking down, you can see the gray slime that has formed on its close-fitting stone sides.",False,False,False,True,True,False,False,1,0
6391,snakes,"The snake is full of bright green scales interlaced with black and dark brown ones. When startled, the snake's tail curls up like that of a pig.",False,False,True,False,False,False,True,0,0
6423,roasting meat,The meat smells as though it were freshly cooked over a fire.,False,False,True,False,False,False,True,0,0
6425,wine,"A coarse, woody drink, young and unrefined.  Purple in color and cheap to buy",False,False,False,True,False,False,True,1,0
6427,fruit,"The piece of fruit is slightly overripe and produces a mild tangy scent. When pressed, you can feel the soft insides give.",False,False,True,False,False,False,True,1,0
6527,plant matter,The plant matter is a vivid green and extremely moist,False,False,True,False,False,False,False,1,0
6531,homes,The home was designed in a way that every part of it was functional.,False,False,True,True,False,False,False,1,0
6547,gurgling water,"Beyond the shore, the water sparkled and shimmered in the light. Its calm waves ebbed back and forth like a liquid tapestry of blue and sapphire silk.",False,False,False,True,False,False,False,1,0
6559,bodily fluids,Bodily fluids created a viscous sheen on the floor where the incident occurred.,False,False,False,True,False,False,False,0,0
6561,mug of mead,The mug of meed looks tempting.,False,False,False,True,False,False,True,0,0
6589,bottles of liquor,bottle used for liquids as wine,False,False,True,False,False,False,True,0,0
6595,butchered meat,The meat is so smelly that you realize it must of faced some rotting.,False,False,True,False,False,False,True,1,0
6653,plants,this plant resembles the tree of life,False,False,True,False,False,False,True,0,0
6715,"wide variety of grains, vegetables and fruits",The grain is harvested by the farmers and then sold at the market. It is a major part of the diets of the townspeople.,False,False,True,False,False,False,True,0,0
6757,finest wines,The wine is smooth and dry.,False,False,False,True,False,False,True,0,0
6763,ale,"The ale is dark, foamy, and tastes bitter.",False,False,False,True,False,False,True,0,0
6823,lavender,The lavender is lovely and the smell reminds you of better days.,False,False,True,False,False,False,True,0,0
6833,mushrooms,the mushroom is sweet and eaten by many,False,False,True,False,False,False,True,0,0
6855,animals,Common creatures that inhabit most land. Often hunted as food or kept as pets.,False,False,True,False,False,False,False,0,0
6913,cows grazing,The cows grazing contently in the green field belied the fierce battle that was approaching.,False,False,True,False,False,False,False,1,0
6989,babbling brook,The babbling brook flows gently over rocks. This brook supplies my horses and crops with water.,False,False,False,True,False,False,False,0,0
6997,medicines,"The medicine is a dark brown color, and looks like it tastes disgusting.",False,False,False,True,False,False,True,1,0
7053,worms,"The worm is motionless and black, and you're not sure if it is still alive.",False,False,True,False,False,False,True,0,0
7075,flasks,The small flasks contain a liquid that could only be described as intoxicating.,False,False,False,True,True,False,True,1,0
7155,grapes,The grape is red and juicy and makes you think of summer.,False,False,True,False,False,False,True,0,0
7157,chocolate milk,"The glass of chocolate milk has a slight film on top, as though it has been sitting out for a long time.",False,False,False,True,False,False,True,1,0
7179,medicine,"The is so much medicine, you can barely pick which one you need. Perhaps you don't need any of it....",True,False,True,True,False,False,True,0,0
7239,potions and cures for sale,There are potions and cures for sale every morning in the market.,False,False,False,True,False,False,False,0,0
7295,algae,That algae may look harmless until it starts eating your flesh.,False,False,True,True,False,False,True,0,0
7405,"plants besides the trees, like bushes and grass.",The plant was very colorful and came in many shapes and sizes.,False,False,True,False,False,False,True,0,0
7469,barrels of beer,The beer is a rich amber ale that smells of hops.,False,False,False,True,False,False,True,0,0
7653,vegetable or plant,"This plant is long and hard, growing in a field. It is only edible when boiled.",False,False,True,False,False,False,True,0,0
7655,low grass,"The grass, no doubt, required many sheep to keep it low.",False,False,True,False,False,False,False,0,0
7689,meals,The meal was amouthwatering roasted chicken with cheese and bread as the sides.,False,False,True,False,False,False,True,0,0
7729,product,This product is unque and a great peice of art.,True,False,True,True,False,False,True,0,0
7751,thick water,The water is dark and murky. Drinking it would be dangerous.,False,False,False,True,False,False,False,0,0
7755,corn,"The corn is tasty and delicious, it is big and vast.",False,False,True,False,False,False,True,0,0
7757,sheep,"The sheep is fluffy and healthy looking, it is and chewing its grass happily in the sun.",False,False,True,False,False,False,False,1,0
7763,dozens and dozens of brim fish,"The fish had a beautiful shine of red, radiating from it's scales.",False,False,True,False,False,False,True,0,0
7767,lush green vegetation,The plant is lush and well kept and remains fruitful to this day.,False,False,True,False,False,False,True,0,0
7775,roots,"The root grew so fast, you can see leaves starting to grow on it.",False,False,True,False,False,False,True,0,0
7845,salt,"The salt is clean and white, looking more like a crystal than something to eat.",False,False,True,False,False,False,True,0,0
7871,cactus,The cactus is prickly to the touch and green.,False,False,False,True,False,False,False,0,0
7905,shakes,"This ""shake"" was made by a nearby barkeep. You've never heard of such a thing, but it appears to be some sort of white, sweet, milky drink.",False,False,False,True,False,False,True,0,0
7907,malts,"The malt smelled of honey, fresh fruit and fermented wheat, and tasted of the finest ale. You hope to never run out once you've had your first sip.",False,False,False,True,False,False,True,0,0
7929,baptism pool,The baptism pool looks like it has been used a lot. The water still looks pure but the stones surrounding it look old and mossy.,False,False,False,True,False,False,False,0,0
7945,beer,The beer was foamy and also a bit colder than would be expected.,False,False,False,True,False,False,True,0,0
7967,royal meals,The royal meal is lavish and full of luxury foods.,False,False,True,False,False,False,True,0,0
8133,herd of sheep,The sheep is standing on a rock and surveying the field.,False,False,True,False,False,False,False,0,0
8171,chicken,The chicken had a golden brown hue and was decorated with the finest vegetables that only fit for the King.,False,False,True,False,False,False,True,1,0
8233,blood,This blood is bright red and warm. It smells as it permeates the land after a long battle.,False,True,False,True,False,False,True,1,0
