id,name,description,wieldable,wearable,food,drink,container,surface,carryable,assigned,annotated
5053,mystical necklace with a colorful crystal,the mystical necklace is magical and scary,False,True,False,False,False,False,True,0,0
5073,large glimmering ruby,The ruby is a very large size but beautifully faceted.,False,True,False,False,False,False,True,0,0
5083,precious jewels,"The jewels had such a glow to them that you couldn't help but be drawn to them. They had to belong to royalty, but why were they here? Who left them?",False,True,False,False,False,False,True,0,0
5095,crowns,"At first glance, the diamond encrusted crown glistens in the light.",False,True,False,False,False,False,True,0,0
5099,knight's fighting gear,"The gear appears old and abused, like it has seen too many battles.",False,True,False,False,False,False,True,1,0
5119,necklace,What a beautiful and ancient necklace! It contains some diamonds and made out of silver,False,True,False,False,False,False,True,0,0
5167,blankets,The blankets that are given to the soldiers to camp on the battlefields have been made by a group of very capable craftsmen.,False,True,False,False,False,False,True,0,0
5169,scarf,The scarf is red and made of cotton.,False,True,False,False,False,False,True,0,0
5193,hat,"A simple cover for one's head, used for keeping out the rain and shielding eyes from sunlight.",False,True,False,False,False,False,True,0,0
5195,coats,"The coat smells musty, but you know that it will keep you warm.",False,True,False,False,False,False,True,1,0
5201,muddy shoes,The shoes are coated in thick brown mud. They are filthy and unfit to be worn.,False,True,False,False,False,False,True,0,0
5203,wet outer wear.,"Wringing wet and heavy, the clothes seems to wilt from the weight of liquid.",False,True,False,False,False,False,True,0,0
5205,fresh dry house shoes,The house shoes are freshly dried before being worn again.,False,True,False,False,False,False,True,0,0
5209,flowers,The flower has purple petals and a bright yellow center.,False,True,False,False,False,False,True,0,0
5215,pieces of armor,"This piece of armor is made from forged metal, and seems rather heavy.  You think it would be helpful at stopping a blow from something sharp.",False,True,False,False,False,False,True,0,0
5233,bell,"The bell is small and old, with a thin layer of tarnish that covers the silver. There's a small crack running down from the top.",False,True,False,False,False,False,True,0,0
5237,jewelry,The jewelry is beautiful and ornate. Lots of rare gems stones had been used to make it.,False,True,False,False,False,False,True,0,0
5241,bones,The bone is sun bleached white.,False,True,False,False,False,False,True,0,0
5291,knight's armor,"The armor is made of thin, lightweight metal and is covered in dents and stains from many battles.",False,True,False,False,False,False,True,0,0
5355,protective gear,"the protective gear is tested on the outside, but the marks show nothing has defeated the wearer. it is strong and stable, despite its appearance",False,True,False,False,False,False,True,0,0
5373,piece of miner's robe ripped on the sides,A robe worn by minors used for protection in the mines. It is ripped on the sides and is worn.,False,True,False,False,False,False,True,0,0
5377,colorful pieces of cloth,"The cloth is brightly colored and is emblazened with a strange, forboding design.",False,True,False,False,False,False,True,0,0
5411,flags,The flag flaps in the wind. The streaming ends a tattered reminder.,False,True,False,False,False,True,True,0,0
5417,golden accents,"Delicate golden swirling patterns, animals, or depictions of people to adorn books, chalices, and sometimes walls. Only the well-endowed or the church uses these for decoration.",False,True,False,False,False,False,False,0,0
5423,costume,The kings costume is embarrassingly cheap,False,True,False,False,False,False,True,0,0
5437,rug,The rug is ornate and detailed. You think the owner must have paid a hefty pricce for something so exquisite.,False,True,False,False,False,True,True,0,0
5453,shoes,An item of clothing worn on ones feet. Used to protect the food from the ground as well as decoration.,False,True,False,False,False,False,True,1,0
5455,dress,The dress has beautiful frills and small jewels embedded on it,False,True,False,False,False,False,True,0,0
5457,robe,The robe is soft and worn.  It is a royal purple color.,False,True,False,False,False,False,True,0,0
5471,blessed talismans,the blessed talismans has been kept well to pass down to generation to come,False,True,False,False,False,False,True,0,0
5473,cursed amulets,"Despite its small appearance, the cursed amulet weighs heavy on a wearer's neck, its black and purple stone in the center giving off an ominous glow.",False,True,False,False,False,False,True,0,0
5509,precious metals,"The precious metal shines brightly, reflecting light off of its smooth colorful surface.",False,True,False,False,False,False,True,0,0
5517,fine fabrics,"Intricately patterned lace fused with fine silks, hand dyed with the rarest of colors.",False,True,False,False,False,False,True,0,0
5541,expensive pieces of jewelry,The jewelry is old and worth a lot of money.  Expensive gems catch the eyes.,False,True,False,False,False,False,True,0,0
5589,high priest's robe,The high priest's robe has a large hood and ornate embroidery around the hems.,False,True,False,False,False,False,True,0,0
5667,treasure,"The treasure itself is no more than a simple golden diadem, it is the purest gold you have ever seen.",False,True,False,False,False,False,False,0,0
5723,horseshoes,The Horseshoes are bent beyond repair.,False,True,False,False,False,False,True,0,0
